group,center_x,center_y,center_z,var_x,var_y,var_z,cov_xy,cov_xz,cov_yz,x_range,y_range,z_range,bbox_volume,path_length,radius_mean,radius_std
clean,-1.3853622041958772e-17,1.9735683939000795e-17,1.7545253230705846e-18,0.6782839722093004,0.4419600361439724,0.0026969790633795464,-2.0350228311684518e-17,-1.7408945184224605e-17,-1.7498199376956204e-17,2.4668184778466262,2.179852756674831,0.16514535338672073,0.8744996483714549,7.950465669230945,1.0,0.3359701080688567
noisy,2.533651219600149e-17,-1.2281634444461019e-17,-1.212659910130774e-16,0.6831379551061049,0.38100851541165665,0.005755283140517551,6.281553276735559e-17,5.985064079096776e-18,-3.15239807165707e-18,2.3606321543845366,2.052392008331409,0.2509727752857715,1.186036691998853,7.221245654273011,1.0000000000000002,0.24397134993189512
