group,center_x,center_y,center_z,var_x,var_y,var_z,cov_xy,cov_xz,cov_yz,x_range,y_range,z_range,bbox_volume,path_length,radius_mean,radius_std
clean,152.74039132701924,192.13792405803082,74.630394833637,3803.2995508367276,3470.1533628494617,7283.276326700278,3224.3211163186706,1391.0853868343888,1077.7818258620741,120.47458238151316,72.18824597635586,97.05668446840743,15212152.426415194,281.2521634749312,43.00694795736538,11.568773232157366
noisy,216.24735555016784,294.9956091475421,43.030938954808725,9688.65701095619,4557.716158612844,16798.96457609531,4809.049477205046,3795.473316996145,4044.4505169378367,205.49100605970222,94.63227703665837,164.22458490041706,27764442.87532642,457.82507794481955,69.70421663179137,18.267285192085996
