group,center_x,center_y,center_z,var_x,var_y,var_z,cov_xy,cov_xz,cov_yz,x_range,y_range,z_range,bbox_volume,path_length,radius_mean,radius_std
noise,7.932324260172561e-10,-2.1678396956725912e-10,-6.643303498692814e-11,1.0331593806432093,0.0874104987698239,0.0017355554009911265,-2.039757420000085e-10,-4.998268992232775e-11,-4.8815038631195215e-12,2.7022876262664797,0.92689448595047,0.13516766440588981,0.3540692272133069,6.923501687562025,1.0000000003834817,0.34376352837513785
original,1.011809672299833e-09,-4.202569621020172e-10,1.5188553089032e-11,1.0459995976144316,0.08370146187272044,0.000445711794471606,6.094504348607166e-10,1.8386239222783735e-11,-2.2968837598664447e-12,2.7385942339897156,0.8759904404481252,0.0728013349386553,0.17960445674608735,6.784753855376032,0.9999999996857408,0.35352249693582705
