group,center_x,center_y,center_z,var_x,var_y,var_z,cov_xy,cov_xz,cov_yz,x_range,y_range,z_range,bbox_volume,path_length,radius_mean,radius_std
noise,37.17572816051049,51.90657970647509,21.927867304336313,8490.257985424396,27039.87720894201,435.0363003550822,12213.121310258493,1611.0758017003184,3538.8249083282244,74.89125449610255,89.34595681954498,42.487645263064415,20071767.472434588,342.52412398030356,39.10413425819158,5.174801777817741
original,39.699824796220504,81.4323612829914,18.012930986977576,10116.107602834922,24356.666711826405,483.9421595822977,15004.864541155106,1703.2386238202503,3361.598064236587,79.36665966680636,73.83946550908036,46.081449629975836,19291377.51205025,268.6701313251304,31.258946017282348,8.777785223633272
